771,100
767,100
782,100
777,100
795,100
822,100
957,100
980,99
966,99
969,99
972,99
973,99
987,99
989,99
998,99
800,99
775,99
790,99
760,99
756,99
814,96
910,96
944,96
965,91
978,91
910,91
748,91
767,88
772,88
778,88
782,88
795,88
977,88
961,88
943,88
981,86
979,86
966,86
973,86
990,86
790,86
760,86
754,83
783,83
773,83
796,83
915,83
959,83
954,83
964,81
967,81
984,81
974,81
944,81
991,81
982,81
797,81
791,81
761,81
768,81
961,80
979,78
988,78
999,78
765,78
757,78
793,78
801,78
776,78
788,76
752,76
755,75
762,75
773,75
779,75
784,75
785,75
955,75
984,73
975,73
968,73
970,73
982,73
991,73
798,73
769,73
749,73
909,72
884,72
855,72
861,72
842,72
965,72
978,72
981,67
967,67
974,67
962,67
990,67
768,67
761,67
797,67
791,67
778,65
783,65
796,65
754,65
772,65
954,65
977,65
955,62
755,62
762,62
779,62
774,62
785,62
784,62
798,60
769,60
749,60
975,60
985,60
970,60
968,60
992,60
983,60
987,56
998,56
765,56
757,56
793,56
801,56
775,56
960,54
788,52
752,52
753,51
759,51
789,51
957,51
980,51
989,51
953,49
777,49
794,49
758,49
766,49
771,49
494,49
495,49
496,44
493,41
956,40
963,36
860,36
854,36
877,36
883,36
958,35
956,35
495,35
764,32
751,32
787,32
781,32
800,30
756,30
969,30
972,30
993,30
986,30
997,30
496,30
493,28
496,25
495,25
493,24
492,17
492,16
492,14
494,12
494,4
882,0
876,0
853,0
859,0
